person_id,nombre,url,familia,pais,pais_origen,fecha_nacimiento,lugar_nacimiento,fecha_fallecimiento,lugar_fallecimiento,nacionalidad,ocupacion,partido_politico,religion,residencia,padres,conyuge,pareja,hijos,hermanos,biografia_inicial,cargos,n_cargos,familiares,n_familiares,tipos_relacion,conexion_otros_paises,ano_nacimiento,ano_fallecimiento,cargo_1,cargo_2,cargo_3,partido_limpio,nacimiento_ano,fallecimiento_ano
francisco_asensio_de_lezama,Francisco Asensio de Lezama,https://es.wikipedia.org/wiki/Francisco_Asensio_de_Lezama,Familia Álzaga,argentina,argentina,"4 de octubre de 1766 Baracaldo (del señorío de Vizcaya , Castilla la Vieja ) Reino de España",NA,1 de enero de 1840 (73 años) Buenos Aires (capital de la superintendencia homónima y del Virreinato del Río de la Plata ) Imperio español,NA,Argentina,Militar y funcionario,Patriota argentino,NA,NA,Manuel de Lezama y Vitoria María Manuela Ramona de la Torre y Tapia,María Úrsula Carolina de Quiñones y Arcos Arias-Rengel,NA,"[Véase: "" Descendencia "" .]",NA,"Francisco Asensio de Lezama y de la Torre o simplemente Asensio Lezama o mal escrito como Asencio Lezama o Azencio Lezama ( Baracaldo de Vizcaya , Corona de España , 4 de octubre de 1766– Buenos Aires de la Confederación Argentina , 1 de enero de 1840) era un hidalgo , militar y funcionario vasco - español que al residir en la intendencia de Salta del Tucumán del Virreinato del Río de la Plata , ocupó diversos puestos de cabildante de la ciudad de Salta y en 1802 ocupó el cargo de regidor hasta 1804, fecha en que fue elegido alcalde de segundo voto de la misma urbe. Cuando aconteció la Revolución de Mayo de Buenos Aires que inició la Guerra de la Independencia Argentina , se adhirió a ella, apoyó logísticamente para que se cumpliera el Éxodo Jujeño y donó una buena suma de dinero al Ejército del Norte del general Belgrano .",NA,NA,NA,NA,NA,mismo_pais,1766,1840,Alcalde de Salta,Regidor de Salta,Cabildante de Salta,Patriota argentino,1766,1840
cipriano_de_urquiza,Cipriano de Urquiza,https://es.wikipedia.org/wiki/Cipriano_de_Urquiza,Familia Álzaga,argentina,argentina,25 de septiembre de 1789 Concepción del Uruguay ( Argentina ),NA,26 de enero de 1844 (54 años) Nogoyá (Argentina),NA,Argentina,"Ganadero , comerciante y político",NA,NA,NA,Josef de Urquiza (https://es.wikipedia.org/wiki/Josef_de_Urquiza),NA,NA,NA,NA,"Cipriano José de Urquiza ( Concepción del Uruguay , Virreinato del Río de la Plata , 25 de septiembre de 1789 - Nogoyá , Argentina , 26 de enero de 1844) fue un ganadero, comerciante y político argentino , que tuvo activa participación en la política de la Provincia de Entre Ríos durante la primera mitad del siglo XIX , especialmente notable por haber sido hermano y colaborador del gobernador –y futuro presidente– Justo José de Urquiza .",NA,NA,NA,NA,NA,mismo_pais,1789,1844,Político de Entre Ríos,NA,NA,NA,1789,1844
dolores_costa,Dolores Costa,https://es.wikipedia.org/wiki/Dolores_Costa,Familia Álzaga,argentina,argentina,"27 de noviembre de 1831 Buenos Aires , Argentina",NA,"8 de noviembre de 1896 (64 años) Buenos Aires , Argentina",NA,Argentina,Política,Partido Federal,NA,NA,NA,Justo José de Urquiza (https://es.wikipedia.org/wiki/Justo_Jos%C3%A9_de_Urquiza),NA,11,NA,"Facunda Dolores Costa Brizuela ( Buenos Aires , Argentina , 27 de noviembre de 1831 - Buenos Aires, 8 de noviembre de 1896) fue esposa del expresidente de Argentina Justo José de Urquiza .",NA,NA,NA,NA,NA,mismo_pais,1831,1896,Esposa de expresidente de Argentina,NA,NA,Partido Federal,1831,1896
vicente_barrios,Vicente Barrios,https://es.wikipedia.org/wiki/Vicente_Barrios,Familia López Carrillo,argentina,argentina,"5 de abril de 1825 Asunción , Paraguay",NA,Herida por arma de fuego,NA,Paraguaya,Militar,NA,NA,NA,•José García del Barrio •Manuela Tadea Díaz de Bedoya y Barrios,Juana Inocencia López Carrillo de Barrios (Matr. 1856; Viu.1868),NA,Carlos José Barrios López (1858); Juana Francisca Venancia Dolores Barrios López (1861- ¿?),NA,"Vicente del Carmen Barrios y Bedoya ( Asunción , Paraguay , 5 de abril de 1825-21 de diciembre de 1868, Potrero Mármol ) fue un general y político paraguayo, yerno del presidente Carlos Antonio López . Bajo López y su sucesor, el mariscal y presidente Francisco Solano López , Barrios ocupó muchos cargos durante los primeros años de la Guerra del Paraguay y participó en las primeras batallas y campañas de la guerra.",NA,NA,NA,NA,NA,nacionalidad_distinta_al_pais,1825,NA,General,Político,NA,NA,1825,1868
h_ector_pedro_blomberg,Héctor Pedro Blomberg,https://es.wikipedia.org/wiki/H%C3%A9ctor_Pedro_Blomberg,Familia López Carrillo,argentina,argentina,18 de marzo de 1890 o 18 de marzo de 1889 Buenos Aires ( Argentina ),NA,3 de abril de 1955 Buenos Aires (Argentina),NA,Argentina,"Periodista , escritor , poeta , guionista y letrista",NA,NA,NA,NA,NA,NA,NA,NA,"Héctor Pedro Blomberg ( Buenos Aires , 18 de marzo de 1889 - m. 3 de abril de 1955) fue un poeta , guionista , comediógrafo y periodista argentino . En su obra retrató la vida de marineros embarcados, en barrios portuarios de distintas partes del mundo. Es autor de famosas canciones junto al guitarrista Enrique Maciel entre los que se destaca el vals La pulpera de Santa Lucía , que sería interpretado por su amigo Ignacio Corsini .",NA,NA,NA,NA,NA,mismo_pais,1890,1955,NA,NA,NA,NA,1889,1955
juana_pabla_carrillo,Juana Pabla Carrillo,https://es.wikipedia.org/wiki/Juana_Pabla_Carrillo,Familia López Carrillo,argentina,argentina,"24 de junio de 1807 Asunción , Intendencia del Paraguay , Virreinato del Río de la Plata , Imperio español",NA,"12 de julio de 1872 (65 años) Asunción , Paraguay",NA,Paraguaya,Primera dama,NA,NA,NA,Pedro José Ignacio Carrillo y María Magdalena Viana,Carlos Antonio López (https://es.wikipedia.org/wiki/Carlos_Antonio_L%C3%B3pez),NA,Francisco Solano López (https://es.wikipedia.org/wiki/Francisco_Solano_L%C3%B3pez); Venancio López (https://es.wikipedia.org/wiki/Venancio_L%C3%B3pez),NA,"Juana Pabla Carrillo Viana ( Asunción , 24 de junio de 1807-Asunción, 12 de julio de 1872) fue una ciudadana destacada de la sociedad paraguaya del siglo XIX , reconocida por su rol como primera dama de la República del Paraguay durante el gobierno de su esposo, el presidente Carlos Antonio López , entre 1844 y 1862. Fue madre del presidente Francisco Solano López , quien sucedió a su padre en el ejercicio del poder. Su figura está asociada al surgimiento de la estructura republicana del Estado paraguayo tras el período consular, siendo la primera persona en ejercer formalmente el cargo protocolar de primera dama desde su creación en 1844. Su presencia en la vida política y social de la época se limitó al ámbito doméstico y familiar, en consonancia con las normas sociales del periodo. Fue sucedida en el cargo simbólico por Elisa Alicia Lynch .",NA,NA,NA,NA,NA,nacionalidad_distinta_al_pais,1807,1872,Primera dama de Paraguay,NA,NA,NA,1807,1872
ercilia_l_opez_de_blomberg,Ercilia López de Blomberg,https://es.wikipedia.org/wiki/Ercilia_L%C3%B3pez_de_Blomberg,Familia López Carrillo,argentina,argentina,"11 de agosto de 1865 Asunción , Paraguay",NA,"1962 (97 años) Asunción , Paraguay",NA,paraguaya,NA,NA,NA,NA,Venancio López (https://es.wikipedia.org/wiki/Venancio_L%C3%B3pez),Pedro Blomberg,NA,Héctor Pedro Blomberg (https://es.wikipedia.org/wiki/H%C3%A9ctor_Pedro_Blomberg),NA,"Ercilia López de Blomberg ( Asunción , Paraguay , 11 de agosto de 1865- Ibídem , 1962) [ 1 ] ​ fue una poeta , ensayista y novelista del Paraguay .",NA,NA,NA,NA,NA,nacionalidad_distinta_al_pais,1865,1962,NA,NA,NA,NA,1865,1962
arsenio_l_opez_decoud,Arsenio López Decoud,https://es.wikipedia.org/wiki/Arsenio_L%C3%B3pez_Decoud,Familia López Carrillo,argentina,argentina,"4 de junio de 1867 Asunción , Paraguay",NA,"16 de junio de 1945 (78 años) Asunción, Paraguay",NA,Paraguaya,NA,Partido Colorado,NA,NA,NA,NA,NA,NA,NA,"Arsenio López Decoud ( Asunción , 4 de junio de 1867-16 de junio de 1945) fue un periodista y político paraguayo que ejerció como intendente de Asunción en 1911. Es sobrino de Francisco Solano López y nieto de Carlos Antonio López . (2.º y 1. er Presidente de la República del Paraguay, respectivamente).",NA,NA,NA,NA,NA,nacionalidad_distinta_al_pais,1867,1945,Intendente de Asunción,NA,NA,Partido Colorado,1867,1945
carlos_antonio_l_opez,Carlos Antonio López,https://es.wikipedia.org/wiki/Carlos_Antonio_L%C3%B3pez,Familia López Carrillo,argentina,argentina,"4 de noviembre de 1792 Casa quinta de Miguel Cirilo López, distrito de la Recoleta, Asunción , Virreinato del Río de la Plata , Imperio español",NA,Paro cardiorrespiratorio,NA,Paraguaya,"político , estadista , jurista , maestro , periodista",Independiente,Catolicismo,"Ybyray, Casa Alta y Villa del Rosario",Miguel Cirilo López de Villamayor Melchora Agustina Ynsfrán Ascona,Juana Pabla Carrillo (https://es.wikipedia.org/wiki/Juana_Pabla_Carrillo),NA,Francisco Solano López (https://es.wikipedia.org/wiki/Francisco_Solano_L%C3%B3pez); Venancio López (https://es.wikipedia.org/wiki/Venancio_L%C3%B3pez),NA,"Carlos Antonio López Insfrán ( Asunción , 4 de noviembre de 1792 [ 3 ] ​-Asunción, 10 de septiembre de 1862) fue un político , periodista , jurista , maestro y estadista paraguayo . Ocupó los cargos de cónsul y presidente respectivamente. Electo como primer cónsul junto con Mariano Roque Alonso como segundo por el quinto Congreso Nacional en 1841. Al término del consulado se llamó a congreso en 1844, y se aprobó la Ley que establece la Administración Pública, primera norma política fundamental en la historia del Paraguay independiente. Es considerado el primer presidente constitucional del Paraguay , ya que con él se inicia el período constitucional que duraría hasta 1870. [ 4 ] ​",NA,NA,NA,NA,NA,nacionalidad_distinta_al_pais,1792,NA,Cónsul de Paraguay,Presidente de Paraguay,NA,Independiente,1792,1862
francisco_solano_l_opez,Francisco Solano López,https://es.wikipedia.org/wiki/Francisco_Solano_L%C3%B3pez,Familia López Carrillo,argentina,argentina,"24 de julio de 1827 Casa quinta de Miguel Cirilo López, distrito de la Recoleta en Asunción , Paraguay",NA,Muerto en combate,NA,Paraguaya,militar y diplomático,Independiente,Catolicismo,"Casa Baja , Asunción",Carlos Antonio López (https://es.wikipedia.org/wiki/Carlos_Antonio_L%C3%B3pez); Juana Pabla Carrillo (https://es.wikipedia.org/wiki/Juana_Pabla_Carrillo),NA,Juana Pesoa (https://es.wikipedia.org/wiki/Juana_Pesoa); Saturnina Burgos (https://es.wikipedia.org/wiki/Saturnina_Burgos); Elisa Alicia Lynch (https://es.wikipedia.org/wiki/Elisa_Alicia_Lynch),Juan Francisco (https://es.wikipedia.org/wiki/Juan_Francisco_L%C3%B3pez); Enrique Venancio (https://es.wikipedia.org/wiki/Enrique_Solano_L%C3%B3pez),NA,"Francisco Solano López Carrillo ( Asunción , 24 de julio de 1827 [ 2 ] ​ - Cerro Corá , 1 de marzo de 1870) fue un político , militar y estadista paraguayo . Ejerció como el segundo presidente constitucional de Paraguay , cargo que ocupó desde el 16 de octubre de 1862 hasta su muerte el 1 de marzo de 1870. Previamente, desde el 10 de septiembre de 1862 ostentó el cargo de vicepresidente de la República al fallecimiento de su padre. Se desempeñó como comandante en jefe de las Fuerzas Armadas , siendo el responsable de dotar al Ejército Paraguayo con la tecnología del siglo XIX y sirvió como diplomático en representación de Paraguay ante varias cortes europeas antes de suceder a su padre Carlos Antonio López en 1862 como presidente constitucional de la República , cargo que ocupó durante toda la guerra de la Triple Alianza .",NA,NA,NA,NA,NA,nacionalidad_distinta_al_pais,1827,NA,Presidente de Paraguay,Vicepresidente de Paraguay,Comandante en jefe de las Fuerzas Armadas,Independiente,1827,1870
juan_francisco_l_opez,Juan Francisco López,https://es.wikipedia.org/wiki/Juan_Francisco_L%C3%B3pez,Familia López Carrillo,argentina,argentina,"31 de enero de 1855 Buenos Aires , Confederación Argentina",NA,Herida por arma de fuego,NA,Paraguaya,Militar,NA,Católica,NA,Francisco Solano López (https://es.wikipedia.org/wiki/Francisco_Solano_L%C3%B3pez); Elisa Alicia Lynch (https://es.wikipedia.org/wiki/Elisa_Alicia_Lynch),NA,NA,NA,NA,"Juan Francisco López Lynch ( Buenos Aires , 31 de enero de 1855 - Cerro Corá , 1 de marzo de 1870) fue hijo primogénito de Elisa Alicia Lynch , y sexto del Mariscal Francisco Solano López , a quien acompañó en la Guerra de la Triple Alianza .",NA,NA,NA,NA,NA,nacionalidad_distinta_al_pais,1855,NA,Militar,NA,NA,NA,1855,1870
venancio_l_opez,Venancio López,https://es.wikipedia.org/wiki/Venancio_L%C3%B3pez,Familia López Carrillo,argentina,argentina,"18 de mayo de 1830, Asunción , Paraguay",NA,"5 de febrero de 1870 Cerro Corá , Amambay , Paraguay",NA,Paraguaya,Militar y Político,NA,Católica,NA,Carlos Antonio López (https://es.wikipedia.org/wiki/Carlos_Antonio_L%C3%B3pez); Juana Pabla Carrillo (https://es.wikipedia.org/wiki/Juana_Pabla_Carrillo),NA,Manuela Otazú (1864-1870),Ercilia López Otazú de Blomberg (https://es.wikipedia.org/wiki/Ercilia_L%C3%B3pez_de_Blomberg),NA,"Venancio López Carrillo ( Asunción , Paraguay , 18 de mayo de 1830- Cerro Corá , Amambay , Paraguay , 5 de febrero de 1870) fue un militar y político paraguayo que ocupó el Ministerio de Guerra y Marina y la Comandancia Militar de Asunción. Era hijo del primer presidente constitucional del Paraguay , Carlos Antonio López , y hermano del sucesor de éste, Francisco Solano López .",NA,NA,NA,NA,NA,nacionalidad_distinta_al_pais,1830,1870,Ministro de Guerra y Marina,Comandante Militar de Asunción,NA,NA,1830,1870
elisa_alicia_lynch,Elisa Alicia Lynch,https://es.wikipedia.org/wiki/Elisa_Alicia_Lynch,Familia López Carrillo,argentina,argentina,"19 de noviembre de 1833 Cork , Irlanda , Reino Unido de Gran Bretaña e Irlanda (actual República de Irlanda )",NA,Cáncer de estómago,NA,Británica,Primera dama,NA,NA,NA,Jane Clarke Lloyd y John Lynch,Xavier Quatrefages ( matr. 1849; div. 1853),Francisco Solano López (https://es.wikipedia.org/wiki/Francisco_Solano_L%C3%B3pez),Juan Francisco (https://es.wikipedia.org/wiki/Juan_Francisco_L%C3%B3pez),NA,"Eliza Alice Lynch Loyd , conocida como Elisa Lynch y usualmente como Madame Lynch ( Condado de Cork , Irlanda , 19 de noviembre de 1833- París , Francia , 25 de julio de 1886) fue una figura pública de la historia de Paraguay , que ejerció como virtual primera dama durante el gobierno del presidente de la República del Paraguay , Francisco Solano López (1862-1870), a quien acompañó hasta su muerte como concubina . Esta mujer irlandesa fue una de las varias compañeras de Francisco Solano López .",NA,NA,NA,NA,NA,nacionalidad_distinta_al_pais,1833,NA,Primera Dama de Paraguay,NA,NA,NA,1833,1886
